name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
TOYOTA Prius,2013,4200,0.0,Hybrid,Individual,Automatic,First Owner
HONDA Civic,2015,2594844,100658.0,Petrol,Dealer,Automatic,Fourth & Above Owner
VOLKSWAGEN Jetta,2014,23688,35494.0,Petrol,Dealer,Automatic,Fourth & Above Owner
TOYOTA Camry,2014,2028432,152000.0,Hybrid,Dealer,Variator,First Owner
HYUNDAI Genesis,2015,3881388,121758.0,Petrol,Individual,Automatic,Third Owner
HONDA FIT,2011,436800,144000.0,Petrol,Individual,Automatic,Third Owner
HYUNDAI H1,2017,3691968,111643.0,Diesel,Dealer,Automatic,Fourth & Above Owner
VOLKSWAGEN Passat,2015,204120,141875.0,Petrol,Dealer,Automatic,First Owner
HYUNDAI Santa FE,2016,4663260,64691.0,Diesel,Dealer,Automatic,Third Owner
BMW X5,2015,7902972,97000.0,Diesel,Dealer,Tiptronic,First Owner
NISSAN Juke,2015,1975764,76099.0,Petrol,Individual,Tiptronic,Second Owner
HONDA FIT,2014,2304540,109000.0,Petrol,Dealer,Automatic,Second Owner
FORD Transit Connect,2010,882504,85000.0,Diesel,Dealer,Manual,Second Owner
HYUNDAI H1,2014,1884372,74210.0,Diesel,Dealer,Automatic,Second Owner
MERCEDES-BENZ E 240,1999,763980,26200.0,Petrol,Dealer,Manual,Fourth & Above Owner
TOYOTA Prius,2006,974736,331139.0,Hybrid,Individual,Automatic,Second Owner
SSANGYONG Actyon,2016,2372244,181809.0,Diesel,Dealer,Automatic,Second Owner
BMW X5,2009,52668,171382.0,Petrol,Individual,Automatic,First Owner
CHEVROLET Malibu,2016,2891196,106642.0,Petrol,Dealer,Automatic,Third Owner
FORD Transit,2010,2107476,123000.0,Diesel,Dealer,Manual,First Owner
FORD Fusion,2013,23688,174619.0,Hybrid,Individual,Automatic,Fourth & Above Owner
BMW X5,2012,908880,229966.0,Diesel,Dealer,Automatic,Second Owner
LEXUS RX 450,2010,23688,311949.0,Hybrid,Individual,Automatic,Third Owner
FORD Fusion,2017,1554252,75597.0,Hybrid,Individual,Automatic,Third Owner
TOYOTA Land Cruiser Prado,2014,6585852,142000.0,Diesel,Dealer,Tiptronic,Second Owner
MITSUBISHI Outlander,2003,843024,200000.0,LPG,Individual,Automatic,Second Owner
LEXUS GX 470,2011,39480,202048.0,Petrol,Individual,Automatic,Fourth & Above Owner
HONDA Cr-v,2016,2502612,22400.0,Petrol,Individual,Variator,Fourth & Above Owner
TOYOTA Camry,2018,816648,127515.0,Hybrid,Individual,Automatic,Second Owner
HYUNDAI Elantra,2018,2345616,53000.0,Petrol,Individual,Automatic,Second Owner
BMW X5,2014,1185492,110715.0,Diesel,Individual,Automatic,Second Owner
MERCEDES-BENZ E 350,2010,138264,205968.0,Petrol,Individual,Automatic,Second Owner
HYUNDAI Accent,2011,1014216,304058.0,Diesel,Individual,Automatic,Third Owner
MERCEDES-BENZ E 300,2017,39480,35874.0,Petrol,Dealer,Automatic,Fourth & Above Owner
SSANGYONG REXTON,2013,1844052,288024.0,Diesel,Dealer,Automatic,Second Owner
SUBARU Forester,2000,604800,149045.0,CNG,Individual,Manual,Second Owner
VOLKSWAGEN CC 2.0 T,2011,1396164,138000.0,Petrol,Dealer,Manual,Third Owner
NISSAN Teana,2005,526848,172000.0,Petrol,Individual,Automatic,First Owner
SUBARU BRZ,2015,1475208,59731.0,Petrol,Individual,Automatic,Second Owner
SUZUKI SX4,2013,118524,193504.0,Petrol,Dealer,Automatic,Third Owner
HYUNDAI Tucson,2011,1521828,181149.0,Diesel,Individual,Automatic,Third Owner
CHEVROLET Volt,2013,1606920,103000.0,Plug-in Hybrid,Individual,Automatic,First Owner
HYUNDAI Elantra,2010,1311408,138425.0,Petrol,Individual,Automatic,Fourth & Above Owner
NISSAN Note,2005,1680,136000.0,Petrol,Individual,Automatic,Fourth & Above Owner
VOLKSWAGEN Touareg,2004,1053696,176000.0,LPG,Dealer,Tiptronic,Fourth & Above Owner
TOYOTA Prius,2010,1343496,145000.0,Hybrid,Individual,Variator,Second Owner
CHEVROLET 1500,2019,342468,1232.0,Petrol,Individual,Automatic,Fourth & Above Owner
HYUNDAI Elantra,2010,138264,172003.0,Petrol,Individual,Automatic,Second Owner
TOYOTA Camry,2013,26376,225510.0,Hybrid,Dealer,Automatic,Second Owner
TOYOTA RAV 4,2014,2950416,55000.0,Petrol,Individual,Tiptronic,Third Owner
MERCEDES-BENZ GLA 250,2015,1080072,159928.0,Petrol,Dealer,Automatic,Fourth & Above Owner
CHEVROLET Cruze,2009,395136,50549.0,Petrol,Dealer,Automatic,Fourth & Above Owner
FORD Mustang,2012,1606920,107000.0,Petrol,Individual,Automatic,Fourth & Above Owner
LEXUS GX 470,2009,204120,264339.0,Petrol,Individual,Automatic,Second Owner
HYUNDAI Tucson,2014,2549484,134750.0,Diesel,Dealer,Automatic,Second Owner
NISSAN Teana,2011,948360,110000.0,Petrol,Individual,Variator,Fourth & Above Owner
MERCEDES-BENZ GLE 63 AMG,2016,526848,17584.0,Petrol,Dealer,Automatic,Second Owner
MERCEDES-BENZ E 350,2008,59304,122874.0,Diesel,Dealer,Automatic,Second Owner
HONDA FIT,2016,3010476,9756.0,Petrol,Individual,Automatic,First Owner
LEXUS GX 460,2015,6137964,188078.0,Petrol,Individual,Automatic,First Owner
NISSAN Juke,2012,1369872,116000.0,Petrol,Dealer,Tiptronic,Fourth & Above Owner
FORD Explorer,2017,8255688,20000.0,Petrol,Dealer,Automatic,Fourth & Above Owner
FORD Escape,2016,1844052,94400.0,Petrol,Dealer,Automatic,First Owner
LEXUS GX 470,2003,50400,230000.0,Petrol,Dealer,Automatic,Second Owner
TOYOTA Highlander,2008,52668,277405.0,Hybrid,Individual,Automatic,Second Owner
JEEP Grand Cherokee Saiubileo,1999,711228,20000.0,Petrol,Individual,Automatic,Third Owner
MERCEDES-BENZ Viano,2013,3951528,350000.0,Diesel,Individual,Manual,Fourth & Above Owner
HYUNDAI Santa FE,2016,3015768,196475.0,Diesel,Individual,Automatic,Fourth & Above Owner
MERCEDES-BENZ E 220,2007,1738632,220000.0,Diesel,Individual,Automatic,Fourth & Above Owner
OPEL Zafira,2002,737604,3000.0,CNG,Dealer,Manual,Third Owner
MERCEDES-BENZ Smart Fortwo,2014,1132740,9000.0,Petrol,Individual,Automatic,Third Owner
LEXUS GX 460,2012,342468,150909.0,Petrol,Individual,Automatic,Second Owner
FORD Escape,2008,15792,209843.0,Hybrid,Individual,Automatic,First Owner
HYUNDAI I30,2008,526848,81928.0,Diesel,Individual,Automatic,First Owner
NISSAN Skyline,2003,434700,197000.0,CNG,Individual,Tiptronic,First Owner
HYUNDAI Santa FE,2013,4129860,128919.0,Diesel,Dealer,Automatic,Second Owner
AUDI A6,2014,1580628,279722.0,Petrol,Dealer,Automatic,First Owner
NISSAN Tiida,2010,658560,132540.0,Petrol,Dealer,Automatic,Third Owner
HYUNDAI H1,2014,3001824,110483.0,Diesel,Individual,Automatic,Third Owner
HYUNDAI H1,2008,1384320,246122.0,Diesel,Dealer,Automatic,Fourth & Above Owner
HONDA FIT,2003,2520,0.0,Petrol,Dealer,Automatic,First Owner
HYUNDAI H1,2011,1409352,45984.0,Diesel,Individual,Automatic,Third Owner
HYUNDAI Elantra,2011,1606164,132742.0,Petrol,Individual,Automatic,Fourth & Above Owner
LEXUS RX 450,2013,79044,361603.0,Hybrid,Individual,Automatic,First Owner
HYUNDAI Sonata,2010,1236060,154847.0,Petrol,Dealer,Automatic,First Owner
TOYOTA Aqua,2013,1521828,69000.0,Petrol,Dealer,Automatic,Third Owner
HONDA FIT,2016,72408,31869.0,Petrol,Individual,Automatic,Fourth & Above Owner
FORD Fusion TITANIUM,2015,1975764,77431.0,Petrol,Individual,Tiptronic,Fourth & Above Owner
CHEVROLET Captiva,2014,2401476,83924.0,Diesel,Dealer,Automatic,Third Owner
NISSAN X-Trail,2005,1001028,137453.0,Petrol,Dealer,Automatic,Third Owner
MITSUBISHI Outlander,2013,250236,103112.0,Petrol,Individual,Automatic,Third Owner
FIAT 500 Sport,2012,869316,128000.0,Petrol,Individual,Tiptronic,First Owner
VOLKSWAGEN Golf TDI,2014,1830864,51742.0,Diesel,Dealer,Manual,Third Owner
FORD Focus,2014,1053696,103318.0,Petrol,Individual,Automatic,Third Owner
TOYOTA Prius,2013,1712340,103000.0,Hybrid,Dealer,Automatic,Second Owner
TOYOTA Camry sport,2014,1765008,140000.0,Petrol,Dealer,Automatic,Third Owner
FORD C-MAX,2013,1422540,111467.0,Hybrid,Dealer,Tiptronic,Third Owner
HYUNDAI Elantra,2014,1501584,68800.0,Petrol,Dealer,Tiptronic,First Owner
TOYOTA Highlander,2010,2067912,132603.0,Hybrid,Individual,Tiptronic,Fourth & Above Owner
HYUNDAI Tucson,2012,1927548,180491.0,Diesel,Individual,Automatic,First Owner
MAZDA Demio evropuli,2003,605892,185000.0,CNG,Dealer,Manual,Second Owner
TOYOTA Land Cruiser,2018,14488824,13000.0,Diesel,Dealer,Automatic,Third Owner
MAZDA Mazda 6 TOURING,2017,1765008,75492.0,Petrol,Dealer,Automatic,Third Owner
MERCEDES-BENZ Vito,1998,672000,300000.0,CNG,Dealer,Manual,Third Owner
TOYOTA Tacoma,2014,553224,0.0,Petrol,Dealer,Automatic,Third Owner
TOYOTA Prius,2008,1211784,361600.0,Hybrid,Individual,Variator,Third Owner
FIAT 500 Abarth,2013,1512000,142000.0,Petrol,Individual,Manual,Third Owner
HYUNDAI Tucson,2016,3127236,149329.0,Diesel,Individual,Automatic,Second Owner
HYUNDAI Elantra,2011,1532160,161518.0,Petrol,Individual,Automatic,Third Owner
TOYOTA Camry,2019,21084,56834.0,Hybrid,Dealer,Automatic,Third Owner
TOYOTA Camry,2014,935172,179381.0,Hybrid,Dealer,Automatic,Third Owner
TOYOTA Aqua,2012,1343496,193000.0,Hybrid,Dealer,Variator,Second Owner
HYUNDAI Tucson,2012,1634304,192534.0,Diesel,Dealer,Automatic,Third Owner
BMW X3,2013,3161172,200000.0,Petrol,Dealer,Tiptronic,Second Owner
MERCEDES-BENZ Sprinter,2009,3951528,30000.0,Diesel,Individual,Tiptronic,First Owner
HYUNDAI Sonata,2012,1501584,131000.0,Hybrid,Dealer,Tiptronic,Third Owner
MERCEDES-BENZ CLS 550 550,2010,1554252,150121.0,Petrol,Individual,Tiptronic,Fourth & Above Owner
OPEL Astra,1998,658560,230000.0,Petrol,Individual,Manual,Second Owner
HYUNDAI Sonata,2017,1422540,227911.0,LPG,Individual,Automatic,First Owner
TOYOTA Highlander,2010,1198596,300366.0,Hybrid,Individual,Automatic,Second Owner
NISSAN Juke,2013,526848,312118.0,Petrol,Dealer,Automatic,Second Owner
MERCEDES-BENZ E 350,2011,52668,230696.0,Diesel,Individual,Automatic,First Owner
CHEVROLET Equinox LT,2017,2239188,31006.0,Petrol,Individual,Automatic,Third Owner
CHEVROLET Cruze,2013,1185492,210000.0,Petrol,Individual,Tiptronic,Third Owner
HYUNDAI Santa FE,2019,737604,46264.0,Petrol,Dealer,Automatic,Second Owner
TOYOTA Aqua,2013,1107456,125000.0,Petrol,Dealer,Automatic,First Owner
MERCEDES-BENZ E 350,2009,421512,109139.0,Diesel,Dealer,Automatic,Third Owner
CHEVROLET Impala,2016,4120872,73148.0,Petrol,Individual,Automatic,Second Owner
VOLKSWAGEN Passat,2012,1317204,2012.0,Petrol,Individual,Tiptronic,Fourth & Above Owner
NISSAN Juke,2013,39480,108765.0,Petrol,Dealer,Automatic,First Owner
FORD Taurus,1998,268800,160000.0,CNG,Individual,Automatic,Fourth & Above Owner
HYUNDAI Sonata,2013,1580628,68000.0,Petrol,Dealer,Tiptronic,Fourth & Above Owner
LEXUS GX 470,2015,5136936,273493.0,Petrol,Dealer,Automatic,Second Owner
HYUNDAI Elantra,2018,3113544,20388.0,Petrol,Individual,Automatic,First Owner
OPEL Vectra,2000,500556,210000.0,Petrol,Individual,Manual,Third Owner
TOYOTA Aqua,2014,1264452,11800.0,Hybrid,Individual,Automatic,Third Owner
TOYOTA Corolla,2006,1001028,162000.0,Diesel,Individual,Automatic,Second Owner
TOYOTA Aqua,2014,1547448,35800.0,Petrol,Dealer,Automatic,Third Owner
JEEP Cherokee,2015,2423568,168000.0,Petrol,Dealer,Tiptronic,Third Owner
HONDA FIT,2004,252000,11111.0,Petrol,Dealer,Automatic,Fourth & Above Owner
CHEVROLET Spark,2014,898548,95100.0,Petrol,Dealer,Automatic,Fourth & Above Owner
TOYOTA Prius C,2012,1422540,107000.0,Hybrid,Dealer,Automatic,First Owner
MERCEDES-BENZ C 230,2002,605892,157000.0,Petrol,Individual,Tiptronic,Fourth & Above Owner
LINCOLN Navigator,1998,1238160,116800.0,CNG,Dealer,Automatic,Third Owner
SSANGYONG REXTON,2011,1694364,148427.0,Diesel,Dealer,Automatic,First Owner
HYUNDAI Tucson,2011,2196516,126320.0,Diesel,Dealer,Automatic,First Owner
CHEVROLET Cruze LT,2016,1185492,77000.0,Petrol,Individual,Tiptronic,Second Owner
VOLKSWAGEN Jetta,2014,1527876,65600.0,Petrol,Individual,Automatic,Fourth & Above Owner
SSANGYONG Korando,2014,1766604,128619.0,Diesel,Individual,Automatic,First Owner
MAZDA CX-9,2012,2604,291840.0,Petrol,Individual,Automatic,Third Owner
MITSUBISHI Outlander SE,2017,1778196,41681.0,Petrol,Dealer,Automatic,First Owner
MERCEDES-BENZ E 270 AVANGARDI,2002,1369872,248000.0,Diesel,Dealer,Tiptronic,First Owner
TOYOTA Highlander,2008,2502612,2005.0,Hybrid,Individual,Automatic,Second Owner
HYUNDAI Accent,2019,26376,14587.0,Hybrid,Individual,Automatic,Third Owner
CHEVROLET Cruze,2012,1165668,126000.0,Petrol,Dealer,Automatic,Third Owner
LEXUS GS 350,2008,2107224,132500.0,Petrol,Dealer,Tiptronic,Fourth & Above Owner
NISSAN Wingroad,2003,500556,0.0,Petrol,Individual,Tiptronic,Third Owner
VOLKSWAGEN Passat R-line,2016,2054808,48935.0,Petrol,Individual,Automatic,First Owner
LEXUS GX 470,2011,32928,202048.0,Petrol,Individual,Automatic,Third Owner
BMW X5 e53,2004,1238160,320000.0,Petrol,Individual,Automatic,Third Owner
CHEVROLET Cruze,2018,79044,39466.0,Petrol,Dealer,Automatic,First Owner
TOYOTA Camry XLE,2015,3424596,0.0,Hybrid,Dealer,Automatic,Second Owner
SSANGYONG REXTON,2013,3586128,105909.0,Diesel,Dealer,Automatic,Fourth & Above Owner
BMW X5,2015,4346664,110400.0,Petrol,Individual,Tiptronic,Fourth & Above Owner
LEXUS RX 350,2011,111972,259232.0,Petrol,Individual,Automatic,Second Owner
MAZDA Eunos 500,2010,111972,191110.0,Petrol,Dealer,Automatic,First Owner
TOYOTA Prius,2010,1198596,210000.0,Hybrid,Dealer,Variator,Fourth & Above Owner
TOYOTA Camry SE,2018,3595872,24382.0,Petrol,Dealer,Automatic,Second Owner
HYUNDAI H1,2016,3739428,124708.0,Diesel,Dealer,Automatic,Second Owner
CHRYSLER Pacifica,2017,553224,31090.0,Petrol,Individual,Automatic,Second Owner
FIAT Doblo,2001,684936,266000.0,Diesel,Dealer,Manual,Fourth & Above Owner
SSANGYONG Actyon,2017,3512124,53811.0,Petrol,Dealer,Automatic,Fourth & Above Owner
HONDA Insight,2009,711228,155000.0,Hybrid,Dealer,Tiptronic,Fourth & Above Owner
BMW 335,2007,445200,1000.0,Petrol,Dealer,Automatic,Fourth & Above Owner
MERCEDES-BENZ E 350,2012,39480,98310.0,Petrol,Dealer,Automatic,Third Owner
TOYOTA Prius,2007,1001028,318400.0,Hybrid,Dealer,Automatic,Second Owner
TOYOTA Corolla,2016,1817676,131000.0,Petrol,Dealer,Automatic,Third Owner
TOYOTA Highlander,2010,474180,264877.0,Hybrid,Individual,Automatic,Second Owner
AUDI A5,2012,32928,171946.0,Petrol,Individual,Automatic,Fourth & Above Owner
BMW 740,2011,2239188,154000.0,Petrol,Individual,Tiptronic,Fourth & Above Owner
LEXUS GX 460,2015,421512,188078.0,Petrol,Individual,Automatic,Third Owner
TOYOTA Camry,2012,263424,159379.0,Hybrid,Dealer,Automatic,First Owner
AUDI Allroad,2013,3213840,117000.0,Petrol,Individual,Tiptronic,Fourth & Above Owner
HYUNDAI Sonata,2015,895692,278223.0,LPG,Individual,Automatic,First Owner
MAZDA CX-9,2012,2604,291840.0,Petrol,Dealer,Automatic,Second Owner
HYUNDAI Tucson,2011,2223900,151186.0,Diesel,Dealer,Automatic,Third Owner
SSANGYONG REXTON,2009,1655388,170347.0,Diesel,Individual,Automatic,First Owner
AUDI A7,2014,803460,191373.0,Petrol,Individual,Automatic,First Owner
NISSAN X-Terra,2012,1975764,203200.0,Petrol,Dealer,Tiptronic,Fourth & Above Owner
TOYOTA Aqua,2014,672000,122000.0,Hybrid,Individual,Automatic,First Owner
MERCEDES-BENZ E 350 212,2010,1817676,135000.0,Petrol,Dealer,Tiptronic,First Owner
LAND ROVER Freelander,2004,553224,150000.0,Petrol,Dealer,Manual,Second Owner
PORSCHE Panamera S,2012,6454140,90000.0,Petrol,Dealer,Tiptronic,Third Owner
HONDA FIT,2002,474180,260000.0,Petrol,Dealer,Automatic,Fourth & Above Owner
HYUNDAI Santa FE,2013,3267096,128919.0,Diesel,Individual,Automatic,Fourth & Above Owner
SSANGYONG REXTON,2013,2943612,92728.0,Diesel,Dealer,Automatic,First Owner
HYUNDAI Elantra,2018,131712,61795.0,Petrol,Dealer,Automatic,Second Owner
MERCEDES-BENZ E 350,2014,18480,95987.0,Diesel,Individual,Automatic,First Owner
FORD Fusion,2014,1132740,133260.0,Petrol,Dealer,Automatic,First Owner
HYUNDAI Elantra,2011,1501584,68771.0,Petrol,Individual,Tiptronic,Fourth & Above Owner
TOYOTA Camry,2012,1975764,113000.0,Petrol,Individual,Tiptronic,First Owner
TOYOTA Prius C,2012,1422540,91400.0,Hybrid,Individual,Variator,First Owner
SSANGYONG REXTON,2014,3759168,37546.0,Diesel,Dealer,Automatic,Second Owner
MITSUBISHI Colt,2005,737604,157000.0,Petrol,Individual,Tiptronic,Fourth & Above Owner
LEXUS RX 450,2016,2924124,0.0,Hybrid,Individual,Automatic,Third Owner
VOLKSWAGEN Jetta,2003,460992,228000.0,Petrol,Dealer,Manual,Second Owner
JAGUAR XJ,1999,1612800,1000.0,Petrol,Individual,Tiptronic,Second Owner
SUBARU Forester SH,2011,632268,420800.0,Petrol,Individual,Tiptronic,Second Owner
TOYOTA Camry,2018,1580628,35058.0,Hybrid,Individual,Automatic,Fourth & Above Owner
TOYOTA CHR,2018,217308,16213.0,Petrol,Individual,Automatic,First Owner
TOYOTA CHR,2019,52668,24339.0,Petrol,Individual,Automatic,Third Owner
MERCEDES-BENZ E 320,2002,658560,12000.0,Petrol,Dealer,Tiptronic,Fourth & Above Owner
SUBARU Forester,2003,605892,18000.0,Petrol,Individual,Tiptronic,First Owner
SUZUKI Grand Vitara,2005,1132740,180000.0,Petrol,Individual,Automatic,Second Owner
HYUNDAI H1,2016,3476508,110189.0,Diesel,Dealer,Automatic,Fourth & Above Owner
OPEL Astra,1994,252000,1111.0,Petrol,Dealer,Manual,First Owner
CHEVROLET Aveo,2013,983136,71000.0,Petrol,Dealer,Automatic,Third Owner
OPEL Combo,2008,921984,205000.0,CNG,Individual,Manual,Third Owner
HYUNDAI Genesis,2011,1522416,160000.0,Petrol,Dealer,Automatic,First Owner
HYUNDAI Santa FE,2015,3941196,117000.0,Diesel,Individual,Automatic,Fourth & Above Owner
HYUNDAI Sonata,2012,131712,246230.0,Petrol,Individual,Automatic,Second Owner
FORD Fiesta,2013,1251600,37000.0,Petrol,Dealer,Automatic,First Owner
SSANGYONG Korando,2011,1893780,99895.0,Diesel,Dealer,Automatic,Second Owner
MITSUBISHI Outlander Sport,2017,2766036,21000.0,Petrol,Individual,Variator,Third Owner
CHEVROLET Captiva,2014,72408,195069.0,Petrol,Dealer,Automatic,First Owner
FORD Mustang,2012,2212812,92000.0,Petrol,Individual,Manual,Third Owner
LEXUS GX 460,2015,79044,188078.0,Petrol,Dealer,Automatic,Second Owner
NISSAN Serena Serea,2005,29232,46702.0,Petrol,Dealer,Variator,Second Owner
HYUNDAI Sonata,2015,1264452,272769.0,LPG,Dealer,Automatic,First Owner
CHEVROLET Malibu,2011,26376,205307.0,Petrol,Individual,Automatic,First Owner
OPEL Vectra B,2001,474180,441000.0,Diesel,Dealer,Manual,First Owner
VOLKSWAGEN Caddy,1997,342468,194000.0,Diesel,Individual,Manual,Third Owner
TOYOTA Vitz,2007,843024,11111.0,Petrol,Individual,Automatic,Second Owner
MERCEDES-BENZ E 55,2012,15120,104000.0,Petrol,Individual,Tiptronic,Second Owner
BMW X5,2014,1396164,110715.0,Diesel,Individual,Automatic,Third Owner
NISSAN Micra,1997,658560,2888.0,CNG,Dealer,Manual,First Owner
HYUNDAI Sonata,2015,921984,620755.0,LPG,Individual,Automatic,Fourth & Above Owner
CHEVROLET Volt,2014,26376,131893.0,Hybrid,Individual,Automatic,First Owner
CHEVROLET Cruze,2012,1347444,80497.0,Petrol,Dealer,Automatic,Fourth & Above Owner
MAZDA MPV,2004,658560,150783.0,LPG,Individual,Automatic,Fourth & Above Owner
HYUNDAI Sonata,2012,72408,289920.0,Petrol,Dealer,Automatic,Third Owner
TOYOTA Aqua,2013,2940,240000.0,Hybrid,Individual,Variator,Second Owner
TOYOTA Vitz,2011,672000,203000.0,Petrol,Dealer,Variator,Second Owner
OPEL Zafira,2006,865200,350000.0,CNG,Individual,Manual,Second Owner
MINI Cooper S Cabrio,2016,26376,59408.0,Petrol,Dealer,Automatic,Second Owner
MERCEDES-BENZ S 63 AMG,2015,14488824,73600.0,Petrol,Individual,Tiptronic,Third Owner
HONDA Civic,2015,408324,49272.0,Hybrid,Individual,Automatic,Fourth & Above Owner
KIA Sportage,2011,1462020,47232.0,Diesel,Dealer,Automatic,Second Owner
MERCEDES-BENZ E 230,1997,316092,105000.0,Petrol,Dealer,Automatic,Fourth & Above Owner
HYUNDAI Accent,2016,1418844,43840.0,Diesel,Dealer,Automatic,Third Owner
HYUNDAI H1,2014,2764440,140000.0,Diesel,Dealer,Automatic,First Owner
KIA Optima,2012,1685964,100000.0,Hybrid,Individual,Automatic,Third Owner
FORD Transit S,2004,1778196,239000.0,Diesel,Individual,Manual,Second Owner
SUBARU Legacy,2002,579516,188645.0,CNG,Dealer,Automatic,First Owner
HYUNDAI Sonata,2016,2160144,51000.0,Petrol,Individual,Tiptronic,Third Owner
MERCEDES-BENZ C 63 AMG,2011,9220176,73000.0,Petrol,Dealer,Tiptronic,Third Owner
LEXUS IS 350,2011,684936,259066.0,Petrol,Dealer,Automatic,Fourth & Above Owner
HONDA Civic,2016,4306848,42378.0,Petrol,Individual,Automatic,Third Owner
CHEVROLET Cruze,2015,1396164,144000.0,Petrol,Individual,Tiptronic,First Owner
HYUNDAI Elantra,2009,1156764,143091.0,Petrol,Individual,Automatic,Third Owner
FORD C-MAX HYBRID,2013,1817676,125000.0,Hybrid,Individual,Automatic,Second Owner
FORD Fusion,2013,1475208,218400.0,Hybrid,Individual,Automatic,Fourth & Above Owner
LEXUS RX 450,2013,85596,138038.0,Hybrid,Individual,Automatic,First Owner
LEXUS ES 300,2015,856128,98032.0,Hybrid,Individual,Automatic,First Owner
MERCEDES-BENZ E 350,2011,1343496,170429.0,Diesel,Dealer,Automatic,Third Owner
BMW 435 CUPE,2014,5400360,56000.0,Petrol,Dealer,Tiptronic,Second Owner
NISSAN Juke,2013,243684,166013.0,Petrol,Dealer,Automatic,Fourth & Above Owner
CHEVROLET Traverse,2011,46116,248954.0,Petrol,Dealer,Automatic,First Owner
CHEVROLET Cruze,2015,1475208,100000.0,Petrol,Dealer,Tiptronic,Fourth & Above Owner
VOLKSWAGEN Passat,2012,711228,188485.0,Petrol,Individual,Tiptronic,Third Owner
TOYOTA Prius,2006,843024,27500.0,Hybrid,Dealer,Automatic,Second Owner
MERCEDES-BENZ E 350,2005,1185492,26600.0,LPG,Dealer,Tiptronic,Third Owner
MERCEDES-BENZ ML 500,2006,2054808,216000.0,Petrol,Dealer,Tiptronic,Fourth & Above Owner
LEXUS HS 250h,2010,987840,156000.0,Hybrid,Dealer,Tiptronic,Third Owner
MERCEDES-BENZ G 55 AMG,2003,7376124,137500.0,Petrol,Dealer,Automatic,Fourth & Above Owner
LEXUS GX 470,2013,4583712,202651.0,Petrol,Dealer,Automatic,First Owner
CHEVROLET Captiva,2011,1527876,70479.0,Diesel,Dealer,Automatic,First Owner
CHEVROLET Captiva,2015,2282616,101537.0,Diesel,Individual,Automatic,Third Owner
VOLKSWAGEN Passat,2012,1448160,109000.0,Petrol,Individual,Tiptronic,First Owner
CHEVROLET Orlando,2012,1902516,129760.0,Diesel,Dealer,Automatic,Fourth & Above Owner
TOYOTA Prius,2010,1185492,312000.0,Hybrid,Individual,Variator,First Owner
CHEVROLET Cruze,2017,1923096,46800.0,Petrol,Individual,Automatic,Second Owner
MERCEDES-BENZ ML 270,2000,948360,335000.0,Diesel,Individual,Tiptronic,Second Owner
CHEVROLET Cruze,2018,395136,41822.0,Petrol,Individual,Automatic,Third Owner
CHEVROLET Captiva,2016,3229380,54472.0,Diesel,Dealer,Automatic,Third Owner
LEXUS LX 470,1998,1659588,404800.0,Petrol,Individual,Automatic,Third Owner
VAZ 2107,1999,235200,10000.0,Petrol,Individual,Manual,Third Owner
FORD Focus,2014,1159116,8640.0,Petrol,Individual,Automatic,Fourth & Above Owner
MERCEDES-BENZ CLK 200 Kompressor,2000,750792,189622.0,Petrol,Dealer,Manual,Fourth & Above Owner
TOYOTA Camry,2015,39480,210450.0,Petrol,Dealer,Automatic,Second Owner
FORD Focus,2012,1264452,200000.0,Petrol,Dealer,Automatic,Fourth & Above Owner
MERCEDES-BENZ C 230,2007,1580628,255000.0,Petrol,Dealer,Tiptronic,First Owner
FORD Fusion,2013,13188,339920.0,Hybrid,Dealer,Automatic,Second Owner
HONDA Elysion,2010,1008000,171000.0,Petrol,Dealer,Automatic,Third Owner
HYUNDAI Sonata,2015,816648,705856.0,LPG,Dealer,Automatic,Third Owner
TOYOTA Aqua,2014,747600,138000.0,Hybrid,Individual,Automatic,Fourth & Above Owner
JEEP Grand Cherokee,1994,790272,335000.0,Petrol,Individual,Automatic,Second Owner
MERCEDES-BENZ E 550,1999,790272,150000.0,Petrol,Individual,Tiptronic,Fourth & Above Owner
CHEVROLET Camaro,2016,6993084,81142.0,Petrol,Dealer,Automatic,Fourth & Above Owner
TOYOTA Camry,2013,151452,136861.0,Hybrid,Dealer,Automatic,Fourth & Above Owner
MERCEDES-BENZ E 350,2014,2502612,219030.0,Diesel,Dealer,Automatic,Second Owner
TOYOTA RAV 4,2015,3424596,60800.0,Petrol,Dealer,Tiptronic,Third Owner
TOYOTA Prius,2015,1870344,159000.0,Hybrid,Dealer,Automatic,First Owner
CHEVROLET Cruze,2012,790272,52312.0,Diesel,Individual,Automatic,Third Owner
HYUNDAI Elantra,2017,1988952,110000.0,LPG,Individual,Automatic,Second Owner
HYUNDAI Sonata,2016,1738632,26729.0,LPG,Dealer,Automatic,Third Owner
VOLKSWAGEN Caddy,1999,447804,260000.0,Diesel,Dealer,Manual,Third Owner
CHEVROLET Lacetti,2009,983136,119806.0,Petrol,Dealer,Automatic,First Owner
CHEVROLET Captiva,2013,164640,132429.0,Petrol,Dealer,Automatic,Third Owner
MERCEDES-BENZ C 300,2007,1712340,1000.0,Petrol,Individual,Tiptronic,Third Owner
FORD Transit 135,2003,1185492,193000.0,Diesel,Dealer,Manual,Third Owner
HYUNDAI Sonata,2011,302988,169765.0,Petrol,Dealer,Automatic,Fourth & Above Owner
